DateTime,Location,Temp_C,pH,Flow_cfs,Turbidity_NTU,Dissolved_Oxygen_mgL
2/1/2025 0:00,This_River_Upstream,8.936763594866727,7.208993551555478,45.53662891585249,1.0069536112017188,10.427053967849949
2/1/2025 1:00,This_River_Upstream,7.398421234572037,6.950081226,48.607406000755155,0.6397227379484056,11.338647212376003
2/1/2025 2:00,This_River_Upstream,7.300733108678209,7.119256021720774,48.87974423386196,1.736972683,11.190813016931717
2/1/2025 3:00,This_River_Upstream,6.914395312550259,6.929592220782938,50.22113490691695,0.9123622822522608,11.485794414941147
2/1/2025 4:00,This_River_Upstream,7.632248241080368,7.318387441978228,51.02945273268645,1.5506517558228758,10.848191652801155
2/1/2025 5:00,This_River_Upstream,7.811322291054226,6.8501833907387715,53.51659880164878,1.2106863827705145,10.763883921208208
2/1/2025 6:00,This_River_Upstream,9.037647373901754,7.293572356003301,47.77758774871815,0.7999354440231286,10.001645782494734
2/1/2025 7:00,This_River_Upstream,10.18663694,7.402037597805199,49.362337147947834,1.9491783704508028,9.743180881
2/1/2025 8:00,This_River_Upstream,11.206885467389913,7.5398342516397046,51.37922167158065,1.4831355001899242,9.362166280631715
2/1/2025 9:00,This_River_Upstream,12.571001727989804,7.069479772052273,49.48836256,0.997251007,9.152122407536824
2/1/2025 10:00,This_River_Upstream,14.934188763548047,7.2661556547871085,50.750373670990925,2.4781340768976494,7.895953356091732
2/1/2025 11:00,This_River_Upstream,15.509162222618952,7.336910242338012,50.16591132,1.1951288221187202,8.168779128
2/1/2025 12:00,This_River_Upstream,17.555930358744906,7.267191326995045,49.53398934778132,1.5214235435580903,7.134017548496583
2/1/2025 13:00,This_River_Upstream,16.266775713262597,7.094451132,48.36041672109419,3.8783910509533817,7.345776244375599
2/1/2025 14:00,This_River_Upstream,17.08682184819839,6.883526691693948,53.63373945231243,0.8238257044323836,7.159681977561858
2/1/2025 15:00,This_River_Upstream,16.80023647256133,7.189863945703778,52.467267101939804,1.534905371676043,7.377579715502886
2/1/2025 16:00,This_River_Upstream,16.500944475427442,7.0723896122093475,46.60695846457748,0.9601675847231547,7.854271711
2/1/2025 17:00,This_River_Upstream,14.432580757887973,7.038702900673415,51.216064880639436,1.852356868044738,8.288258137445903
2/1/2025 18:00,This_River_Upstream,14.434414151556973,7.162623887089925,51.602932532257604,1.7824946252576221,8.197673586311769
2/1/2025 19:00,This_River_Upstream,13.03271647902557,7.067600467758185,49.35614231782828,2.2737855427750135,8.830306479810064
2/1/2025 20:00,This_River_Upstream,12.202464533644232,7.094473170500343,51.30965321892265,2.8521044970860467,9.096578836445307
2/1/2025 21:00,This_River_Upstream,11.106405417148629,7.115953269920177,46.44880199058822,2.847417447074342,9.820093977
2/1/2025 22:00,This_River_Upstream,9.118674733748348,7.252611163516522,52.855156622423934,1.3437738399938228,10.37221034219613
2/1/2025 23:00,This_River_Upstream,8.183965939304752,6.9510383805737925,50.882363679357766,1.835545113984541,10.859375415046763
